"","sample_ID","Chlamydocillium","Thanatephorus","Hamamotoa","Pezicula","Phaeobotryon","Darksidea","Mycoarthris","Fontanospora","Striatibotrys","Hyalorbilia","Lepista","Malassezia","Glomus","Dematiopleospora","Calvatia","Gyoerffyella","Sphaerobolus","Ampulloclitocybe","Gymnoascus","Septoria","Trichophyton","Entyloma","Stropharia","Keratinophyton","Scoliciosporum","Geastrum","Tricharina","Leohumicola","Extremus","Auricularia","Saitozyma","Rhodoscypha","Hemimycena","Hymenoscyphus","Cystofilobasidium","Apiosordaria","Drechslerella","Phialemonium","Ophiosphaerella","Cryomyces","Preussia","Podila","Marquandomyces","Fusicolla","Alternaria","Stilbella","Callistosporium","Mollisia","Lasionectria","Gymnopus","Coniophora","Pyronema","Limonomyces","Hypomyces","Ijuhya","Byssoonygena","Podospora","Destuntzia","Gliomastix","Cudoniella","Lepiota","Rhizopus","Coprinopsis","Subramaniula","Linnemannia","Dactylonectria","Floropilus","Tapinella","Postia","Trametes","Clonostachys","Lophium","Stagonospora","Debaryomyces","Torula","Jaapia","Pseudolachnea","Phaeotremella","Angustimassarina","Cortinarius","Hyphodontia","Tomentella","Aleuria","Leptobacillium","Dendrostilbella","Neurospora","Cadophora","Funneliformis","Acrostalagmus","Parasarocladium","Tausonia","Ochroconis","Metarhizium","Syncephalis","Karstenia","Archaeorhizomyces","Bisporella","Acidea","Geranomyces","Tremella","Phomatospora","Paracylindrocarpon","Cercospora","Phaeoisaria","Cyathicula","Sarcopodium","Fibulochlamys","Rhodotorula","Extremopsis","Clarireedia","Dominikia","Albophoma","Rupestriomyces","Pezizellaster","Petrakia","Operculomyces","Pyrenophora","Malbranchea","Curvularia","Tetragoniomyces","Absidia","Bjerkandera","Leucothecium","Hirsutella","Beauveria","Lophiotrema","Orbilia","Arxotrichum","Hygrocybe","Echinodontium","Clathrosporium","Waitea","Geomyces","Maasoglossum","Sparticola","Neosetophoma","Alatospora","Piloderma","Gibellulopsis","Valsonectria","Devriesia","Metapochonia","Nothodactylaria","Fagicola","Entomortierella","Herpotrichia","Cuniculitrema","Chaetomium","Calcarisporiella","Cistella","Clitopilus","Elaphomyces","Capronia","Chaetosphaeria","Myrothecium","Sampaiozyma","Sugitazyma","Nidula","Endophragmiella","Kurtzmanomyces","Uzbekistanica","Triscelophorus","Xanthothecium","Tyrannosorus","Samsoniella","Pluteus","Monocillium","Thermomyces","Endoconidioma","Russula","Laetiporus","Oncopodiella","Aaosphaeria","Rhizophlyctis","Terramyces","Scolecobasidium","Amylocorticiellum","Fimetariella","Ramularia","Itersonilia","Tilletia","Lanzia","Scutellinia","Thelephora","Cryptococcus","Septoglomus","Fusariella","Cryptodiscus","Stagonosporopsis","Phlebia","Discosia","Oedocephalum","Krasilnikovozyma","Hannaella","Polycauliona","Hydnellum","Lecythophora","Cephalotrichiella","Xylodon","Udeniomyces","Pseudocercospora","Tolypocladium","Elasticomyces","Fimicolochytrium","Sarcinomyces","Cyberlindnera","Calycellina","Cladophialophora","Bauerago","Basidiobolus","Melanconis","Rhinocladiella","Filosporella","Ramicandelaber","Albifimbria","Ascochyta","Lycoperdon","Thelonectria","Polyscytalum","Scytalidium","Crocicreas","Mycenastrum","Rhizoctonia","Helicodendron","Juncaceicola","Ophiognomonia","Kalmusia","Gaeumannomyces","Heterocephalacria","Aleurodiscus","Botrytis","Chaetocapnodium","Schizothecium","Capnobotryella","Aphanocladium","Cephalosporium","Dioszegia","Clitocybe","Microbotryum","Wojnowiciella","Paraphoma","Volutella","Sarocladium","Zymoseptoria","Humicolopsis","Hymenula","Barnettozyma","Apodus","Chaetasbolisia","Sporocadus","Nigrospora","Coniochaeta","Thelebolus","Chrysosporium","Aureobasidium","Tetracladium","Rhizosphaera","Neonectria","Venturiocistella","Setophoma","Bacillicladium","Laburnicola","Rhexocercosporidium","Entimomentora","Fusarium","Pholiota","Selenophoma","Niesslia","Solicoccozyma","Neoschizothecium","Geosmithia","Amphosoma","Ceratobasidium","Stachylidium","Akanthomyces","Apiospora","Mycopappus","Septoriella","Myriodontium","Enterocarpus","Phaeomoniella","Dothidotthia","Pseudogymnoascus","Lentinellus","Hypogymnia","Amanita","Bipolaris","Paecilomyces","Pringsheimia","Metacordyceps","Pleotrichocladium","Coleophoma","Tulostoma","Basidiodendron","Agrocybe","Chrysanthotrichum","Cystobasidium","Peniophora","Umbelopsis","Cheilymenia","Thaxterogaster","Lachnum","Sonoraphlyctis","Sporothrix","Urocystis","Exidia","Infundichalara","Pochonia","Daldinia","Paraboeremia","Ramaria","Panaeolina","Cyclaneusma","Sakaguchia","Gryganskiella","Trichophaea","Sistotrema","Neobulgaria","Conocybe","Pycnora","Crepidotus","Nadsonia","Pseudorobillarda","Betamyces","Kernia","Trichothecium","Sarcoleotia","Apiotrichum","Phaeoacremonium","Iodophanus","Aureoboletus","Ganoderma","Lecanicillium","Calyptrozyma","Castanedomyces","Peziza","Sarcogyne","Typhula","Cristulariella","Thermoascus","Auxarthron","Dinemasporium","Arthrographis","Sphaerostilbella","Neofabraea","Rhizopogon","Pleurotheciella","Aphanoascus","Athelopsis","Microdochium","Eocronartium","Parafenestella","Coniosporium","Trichosporiella","Gamsia","Dictyosporium","Cutaneotrichosporon","Gliophorus","Simplicillium","Kuehneromyces","Melampsora","Galerina","Exobasidium","Wickerhamomyces","Myrmecridium","Castanediella","Crassisporium","Bovista","Serendipita","Cyphellophora","Haptocillium","Erratomyces","Parasola","Pleuroascus","Pseudeurotium","Thermothielavioides","Kondoa","Paraphaeosphaeria","Pseudocoleophoma","Suillus","Coprinellus","Geopora","Tricholoma","Massariosphaeria","Lophiostoma","Tricladium","Minutisphaera","Alfaria","Polyporus","Chloridium","Hormonema","Rinodina","Filobasidium","Curvibasidium","Ascocorticium","Athelia","Emericellopsis","Oliveonia","Leptospora","Leucosporidium","Sclerotinia","Spirosphaera","Papiliotrema","Podosphaera","Sporormiella","Amphinema","Gorgomyces","Pyrenochaetopsis","Allophoma","Humicola","Claussenomyces","Cosmospora","Dendrospora","Sporidesmiella","Neoanthostomella","Pezoloma","Hyaloscypha","Subulicystidium","Donadinia","Hypholoma","Fomitopsis","Sebacina","Helgardiomyces","Goffeauzyma","Pseudoophiobolus","Dissoconium","Clavulinopsis","Deconica","Geminibasidium","Murispora","Berkeleyomyces","Hypochnicium","Luellia","Lophodermium","Phenoliferia","Clavidisculum","Agaricus","Piskurozyma","Leptodiscella","Ascobolus","Pseudoplectania","Pseudocosmospora","Arachniotus","Anomoloma","Panaeolus","Kiflimonium","Constantinomyces","Neocucurbitaria","Pseudostrickeria","Chalara","Exophiala","Microscypha","Montagnula","Corynespora","Cirrenalia","Taphrina","Mycena","Sporobolomyces","Leptosphaeria","Chaetosphaeronema","Phlogicylindrium","Epichloe","Pectenia","Dissophora","Paramicrothyrium","Verticillium","Hydnotrya","Spumatoria","Glutinomyces","Keissleriella","Trichoderma","Xylaria","Sanchytrium","Fonsecazyma","Tulosesus","Jalapriya","Coniolariella","Parastagonospora","Pycnopulvinus","Thoreauomyces","Entoloma","Myxocephala","Antrodiella","Pleurothecium","Kochiomyces","Alpinaria","Leptosporomyces","Phialophora","Pseudoarthrographis","Cladosporium","Polyphilus","Carcinomyces","Talaromyces","Mucor","Monascus","Cystoderma","Italica","Neolauriomyces","Muriformistrickeria","Inocybe","Bradymyces","Contumyces","Ilyonectria","Blumeria","Spiromastix","Rhodosporidiobolus","Myxozyma","Hebeloma","Meristemomyces","Phaeosphaeria","Meliniomyces","Paranamyces","Spiromastigoides","Rhizophydium","Tyromyces","Powellomyces","Hyalodendriella","Atractospora","Inopinatum","Paracremonium","Gnomoniopsis","Comoclathris","Arachnomyces","Stephanonectria","Clavaria","Pseudophialocephala","Aspergillus","Aspicilia","Neoascochyta","Botryotrichum","Conidiobolus","Neocatenulostroma","Acremonium","Pilidium","Basidioascus","Sistotremastrum","Keithomyces","Myxomphalia","Dothiora","Sclerostagonospora","Perenniporia","Knufia","Idriella","Parachaetomium","Biappendiculispora","Phaeococcomyces","Furcasterigmium","Colletotrichum","Spizellomyces","Penicillago","Calonarius","Leucoagaricus","Mortierella","Pseudopithomyces","Tephrocybe","Stemphylium","Pseudodidymosphaeria","Anthostomella","Ramimonilia","Cladorrhinum","Gymnopilus","Xenomassariosphaeria","Mrakia","Collariella","Thyrostroma","Mycofalcella","Pithya","Gamundia","Cephalotrichum","Lachnellula","Oculimacula","Kockovaella","Mycenella","Tranzscheliella","Buckleyzyma","Cytospora","Ustilago","Allophylaria","Protomyces","Udeniozyma","Neopyrenochaeta","Phialocephala","Chondrostereum","Pseudosigmoidea","Candida","Erysiphe","Macrophomina","Truncatella","Spiromyces","Nidulariopsis","Penicillium","Trechispora","Scedosporium","Sugiyamaella","Sterigmatobotrys","Glarea","Clathrosphaerina","Lasiosphaeris","Davidhawksworthia","Chalastospora","Harpochytrium","Cylindrocarpon","Onychocola","Ramsbottomia","Oidiodendron","Leuconeurospora","Naganishia","Calocera","Xenochalara","Tothia","Pseudopenicillium","Butlerelfia","Microascus","Vishniacozyma","Sodiomyces","Phlegmacium","Peniophorella","Smaragdiniseta","Periconia","Neophaeococcomyces","Arrhenia","Marasmius","Chaetopsis","Genolevuria","Purpureocillium","Brachysporium","Phaeocollybia","Scutellospora","Slooffia","Pseudolophiotrema","Acaulium","Xenopolyscytalum","Harzia","Lactarius","Didymocyrtis","Psathyrella","Fenestella","Elsinoe","Diaporthe","Dactylospora","Octaviania","Trochila","Cryptosporiopsis","Hohenbuehelia","Pseudohelotium","Xenoseimatosporium","Didymella","Entorrhiza","Phanerodontia","Pleospora","all_other_fungal_sequences"
"1","GF05021472S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,742,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397
"2","GF03007988S",0,0,0,0,0,0,196,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1454,0,0,0,0,0,0,0,97,0,0,0,40,0,0,0,0,0,39,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,2,99,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,8,0,0,0,0,0,0,189,0,17,414,0,0,0,0,1,0,0,0,6,0,0,0,0,9,0,0,0,1,0,0,0,0,95,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,91,0,0,0,0,113,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,39,0,17,0,0,0,0,91,0,0,0,0,0,0,152,103,0,0,0,0,30,0,0,0,107,0,81,8,942,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,22,0,0,0,0,0,0,0,1,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,1310,0,0,51,25,0,0,0,0,0,0,0,7,0,0,93,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,266,452,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,2,146,0,2,0,36,0,0,0,0,0,5,0,0,0,1,0,0,0,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,33,0,0,6,0,0,0,0,0,0,0,0,6,1,0,0,0,2,0,0,91,0,0,36,0,0,0,0,0,0,38,0,265,1,2,0,129,0,0,2,0,0,1948,619,0,0,0,0,0,16,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1018,24,0,0,0,27,4,0,0,181,0,0,0,0,21,0,168,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,19710
"3","GF03004687S",0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,296,0,2,106,0,0,15,0,0,0,9,0,201,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,56,0,0,0,8,200,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,17,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,4,0,36,0,2108,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,6,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,8,0,0,0,0,17,0,4,0,0,0,0,0,0,0,0,0,4693,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,55,22,0,0,0,0,0,0,0,0,0,0,0,41,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,826,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,21,0,0,0,0,0,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2633,0,0,0,0,0,0,77,0,0,156,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37300
"4","GF01012778S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23405
"5","GF03004667S",0,0,0,0,0,0,6,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,5,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,20,0,0,0,0,0,0,811,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,3,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,233,0,0,0,64,0,0,33,0,0,0,0,0,0,0,0,0,54,0,0,0,304,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,18292,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,184,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,18,0,0,0,1,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,8,0,0,0,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,31,0,0,61,0,0,0,112,0,0,0,0,10,0,0,0,0,0,0,8,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,28725,0,0,0,13,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,11584
"6","GF01012720S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33355
